iter	Logloss
246	0.0005461717173
247	0.00054378245
248	0.0005434213098
249	0.0005376241594
250	0.0005351871023
251	0.0005317167417
252	0.0005317203388
253	0.0005277896797
254	0.0005234246488
255	0.0005234226176
256	0.0005234252836
257	0.0005204494524
258	0.0005204418352
259	0.0005204409042
260	0.0005179184497
261	0.0005150448844
262	0.0005150439534
263	0.0005124483021
264	0.0005124416582
265	0.0005096749876
266	0.0005075645741
267	0.0005075576763
268	0.0005075401567
269	0.000502981281
270	0.0005018451452
271	0.0004985906902
272	0.0004985906902
273	0.0004975993237
274	0.0004942226711
275	0.000494222121
276	0.0004915861755
277	0.0004915824092
278	0.0004912272911
279	0.0004912293646
280	0.0004912248789
281	0.0004912234824
282	0.0004866134901
283	0.0004824616011
284	0.000482451868
285	0.0004824563114
286	0.0004824552111
287	0.0004824521642
288	0.0004810872031
289	0.0004810867799
290	0.0004810882187
291	0.0004810739576
292	0.0004810685832
293	0.0004810657903
294	0.0004801289291
295	0.0004758780587
296	0.0004758617664
297	0.0004724356203
298	0.0004724307114
299	0.0004724328696
300	0.0004724304575
301	0.00046959282
302	0.0004695938779
303	0.0004695848642
304	0.0004689683913
305	0.0004689633554
306	0.0004689604778
307	0.0004689538762
308	0.0004689538762
309	0.0004684324361
310	0.0004684218567
311	0.0004684140702
312	0.0004684093729
313	0.0004684116157
314	0.0004684081457
315	0.0004684157206
316	0.0004669241998
317	0.0004669240305
318	0.0004669239036
319	0.0004669140435
320	0.0004669088807
321	0.0004669065956
322	0.0004669043104
323	0.0004668977935
324	0.0004668987245
325	0.0004668915434
326	0.0004668885389
327	0.0004668804138
328	0.0004668704691
329	0.0004644543594
330	0.0004644534707
331	0.0004644552057
332	0.0004644142421
333	0.0004644137343
334	0.0004644124647
335	0.0004644040858
336	0.0004644034934
337	0.0004613671184
338	0.0004613553963
339	0.0004613338142
340	0.0004613245043
341	0.0004613271703
342	0.0004613283976
343	0.0004613270011
344	0.0004610199137
345	0.0004610199137
346	0.0004610205484
347	0.0004610144123
348	0.000461009038
349	0.0004610051871
350	0.0004610015054
351	0.0004609997704
352	0.0004598572023
353	0.0004598567791
354	0.0004598429835
355	0.0004598423911
356	0.0004598399366
357	0.0004598237289
358	0.0004598208936
359	0.0004598208936
360	0.0004598167888
361	0.0004598158155
362	0.0004598137842
363	0.0004570583832
364	0.0004570538975
365	0.000457053559
366	0.0004570483116
367	0.0004570483116
368	0.0004570478037
369	0.0004570450954
370	0.0004570478037
371	0.0004570453493
372	0.0004570373936
373	0.000457030792
374	0.0004570353623
375	0.0004570274489
376	0.0004570256292
377	0.0004570223284
378	0.0004570318922
379	0.0004570266025
380	0.0004570266025
381	0.0004570260524
382	0.0004570227516
383	0.0004570194508
384	0.0004570255446
385	0.0004527458904
386	0.0004527477101
387	0.0004527423781
388	0.0004526915544
389	0.0004526800439
390	0.0004526774625
391	0.0004526786474
392	0.0004526734
393	0.0004526681949
394	0.0004526280776
395	0.0004526287124
396	0.0004526278661
397	0.0004526172443
398	0.0004526121238
399	0.0004526068341
400	0.0004526135626
401	0.0004525963393
402	0.0004525948582
403	0.000449433574
404	0.000449432516
405	0.0004494284112
406	0.0004494284112
407	0.0004494239255
408	0.0004494224444
409	0.0004494179164
410	0.0004494179164
411	0.0004494065752
412	0.0004494060674
413	0.0004494030205
414	0.0004494025973
415	0.0004493919332
416	0.0004493924834
417	0.0004493924834
418	0.0004493912138
419	0.0004493866858
420	0.0004493864319
421	0.0004493822848
422	0.0004493834697
423	0.0004493745406
424	0.0004493709013
425	0.0004493709013
426	0.000449369674
427	0.000449368066
428	0.0004493545666
429	0.0004493545666
430	0.0004493505041
431	0.0004493495308
432	0.0004493454259
433	0.0004493426753
434	0.0004493426753
435	0.0004493412365
436	0.0004493373432
437	0.0004493373432
438	0.0004493336616
439	0.0004493386128
440	0.0004493327729
441	0.0004493303608
442	0.0004493344656
443	0.0004493242247
444	0.0004493236746
445	0.0004493205854
446	0.0004493188927
447	0.0004493172423
448	0.0004493064512
449	0.0004492984532
450	0.0004492984532
451	0.0004492989187
452	0.0004493003575
453	0.0004492910475
454	0.0004492859271
455	0.0004492820338
456	0.000449280722
457	0.000449280722
458	0.0004492764902
459	0.0004492662493
460	0.0004492680267
461	0.0004492680267
462	0.0004492680267
463	0.000449261679
464	0.0004492608749
465	0.0004492657415
466	0.0004492646412
467	0.0004492646412
468	0.0004492646412
469	0.0004492541464
470	0.0004492531308
471	0.0004492513534
472	0.00044924983
473	0.0004492520305
474	0.000449242636
475	0.0004492419589
476	0.0004492342994
477	0.0004492331145
478	0.0004492257088
479	0.0004492237622
480	0.000449222662
481	0.0004492186841
482	0.0004492168644
483	0.0004492208423
484	0.00044921441
485	0.0004492139445
486	0.0004492115747
487	0.0004492031111
488	0.0004491984562
489	0.0004491993872
490	0.0004491964672
491	0.000449188046
492	0.0004491918546
493	0.0004491920662
494	0.0004491914314
495	0.0004491914314
496	0.0004491825447
497	0.0004491828832
498	0.0004491765778
499	0.0004491808519
500	0.0004491711189
501	0.0004491657868
502	0.0004491669294
503	0.000449163417
504	0.0004491572809
505	0.0004491515257
506	0.0004491464052
507	0.0004491412425
508	0.0004491386188
509	0.0004491400576
510	0.0004491339638
511	0.0004491307477
512	0.0004491299859
513	0.0004491255002
514	0.0004491285894
515	0.0004491187717
516	0.0004491199989
517	0.0004491137359
518	0.0004491174599
519	0.0004491071343
520	0.0004491089963
521	0.0004491066688
522	0.0004490968088
523	0.0004490927886
524	0.0004490894878
525	0.000449076073
526	0.0004490781889
527	0.0004490737879
528	0.0004490634623
529	0.000449067948
530	0.0004490610079
531	0.0004490536446
532	0.0004490493282
533	0.0004490467045
534	0.0004490431075
535	0.0004490379024
536	0.0004490336706
537	0.0004490306237
538	0.0004490238528
539	0.0004490260534
540	0.0004490251224
541	0.0004490238528
542	0.0004490167011
543	0.0004490164895
544	0.0004490073066
545	0.0004490100996
546	0.0004489960924
547	0.0004489980813
548	0.0004489896601
549	0.0004489873749
550	0.0004489828469
551	0.0004489810695
552	0.0004489807733
553	0.0004489711248
554	0.000448968078
555	0.0004489693475
556	0.0004489731984
557	0.0004489585141
558	0.0004489575408
559	0.0004489528436
560	0.0004489551287
561	0.0004489430258
562	0.0004489445493
563	0.0004489484002
564	0.0004489376938
565	0.0004489295688
566	0.0004489269874
567	0.0004489292302
568	0.0004489222055
569	0.0004489193278
570	0.0004489199203
571	0.0004489170004
572	0.0004489128955
573	0.0004489073942
574	0.000448903501
575	0.0004489031624
576	0.000448903501
577	0.0004488919059
578	0.0004488887744
579	0.0004488864469
580	0.0004488901285
581	0.000448887928
582	0.000448884331
583	0.0004488789566
584	0.0004488801415
585	0.0004488746402
586	0.0004488726936
587	0.0004488685888
588	0.000448858771
589	0.000448864484
590	0.000448864484
591	0.0004488587287
592	0.0004488506883
593	0.0004488513231
594	0.0004488467951
595	0.000448843325
596	0.0004488419286
597	0.0004488434097
598	0.0004488320685
599	0.0004488292755
600	0.000448828937
601	0.0004488339305
602	0.0004488271173
603	0.0004488223354
604	0.0004488187807
605	0.0004488147182
606	0.0004488158185
607	0.0004487999916
608	0.000448803377
609	0.0004488000762
610	0.0004487984682
611	0.0004487905124
612	0.0004487859844
613	0.0004487869577
614	0.0004487786211
615	0.0004487795944
616	0.0004487705807
617	0.0004487649524
618	0.0004487613131
619	0.00044876436
620	0.0004487576738
621	0.0004487583932
622	0.0004487506913
623	0.0004487537382
624	0.0004487536959
625	0.0004487428202
626	0.0004487428202
627	0.0004487312675
628	0.0004487351607
629	0.0004487263163
630	0.0004487225077
631	0.0004487162023
632	0.0004487222115
633	0.0004487184028
634	0.0004487135363
635	0.0004487138748
636	0.000448708839
637	0.0004486991059
638	0.0004487013065
639	0.0004486973286
640	0.0004486992752
641	0.0004486904308
642	0.0004486906424
643	0.0004486875108
644	0.0004486848025
645	0.0004486787087
646	0.0004486791742
647	0.0004486809093
648	0.0004486692295
649	0.0004486630511
650	0.0004486610199
651	0.0004486588194
652	0.0004486572536
653	0.0004486476475
654	0.0004486501865
655	0.0004486435003
656	0.0004486402842
657	0.0004486477744
658	0.0004486356292
659	0.000448631736
660	0.0004486223414
661	0.0004486168824
662	0.0004486121428
663	0.0004486039755
664	0.0004486012248
665	0.0004486017749
666	0.0004486005054
667	0.0004485886564
668	0.0004485903491
669	0.0004485830705
670	0.0004485705867
671	0.0004485675398
672	0.0004485620385
673	0.0004485556062
674	0.0004485602189
675	0.000448553575
676	0.0004485404987
677	0.0004485411758
678	0.0004485411758
679	0.0004485411758
680	0.0004485411758
681	0.0004485411758
682	0.0004485411758
683	0.0004485411758
684	0.0004485411758
685	0.0004485411758
686	0.0004485411758
687	0.0004485411758
688	0.0004485411758
689	0.0004485411758
690	0.0004485411758
691	0.0004485411758
692	0.0004485411758
693	0.0004485411758
694	0.0004485411758
695	0.0004485411758
696	0.0004485411758
697	0.0004485411758
698	0.0004485411758
699	0.0004485411758
700	0.0004485411758
701	0.0004485411758
702	0.0004485411758
703	0.0004485411758
704	0.0004485411758
705	0.0004485411758
706	0.0004485411758
707	0.0004485411758
708	0.0004485411758
709	0.0004485411758
710	0.0004485411758
711	0.0004485411758
712	0.0004485411758
713	0.0004485411758
714	0.0004485411758
715	0.0004485411758
716	0.0004485411758
717	0.0004485411758
718	0.0004485411758
719	0.0004485411758
720	0.0004485411758
721	0.0004485411758
722	0.0004485411758
723	0.0004485411758
724	0.0004485411758
725	0.0004485411758
726	0.0004485411758
727	0.0004485411758
728	0.0004485411758
729	0.0004485411758
730	0.0004485411758
731	0.0004485411758
732	0.0004485411758
733	0.0004485411758
734	0.0004485411758
735	0.0004485411758
736	0.0004485411758
737	0.0004485411758
738	0.0004485411758
739	0.0004485411758
740	0.0004485411758
741	0.0004485411758
742	0.0004485411758
743	0.0004485411758
744	0.0004485411758
745	0.0004485411758
746	0.0004485411758
747	0.0004485411758
748	0.0004485411758
749	0.0004485411758
750	0.0004485411758
751	0.0004485411758
752	0.0004485411758
753	0.0004485411758
754	0.0004485411758
755	0.0004485411758
756	0.0004485411758
757	0.0004485411758
758	0.0004485411758
759	0.0004485411758
760	0.0004485411758
761	0.0004485411758
762	0.0004485411758
763	0.0004485411758
764	0.0004485411758
765	0.0004485411758
766	0.0004485411758
767	0.0004485411758
768	0.0004485411758
769	0.0004485411758
770	0.0004485411758
771	0.0004485411758
772	0.0004485411758
773	0.0004485411758
774	0.0004485411758
775	0.0004485411758
776	0.0004485411758
777	0.0004485411758
778	0.0004485411758
779	0.0004485411758
780	0.0004485411758
781	0.0004485411758
782	0.0004485411758
783	0.0004485411758
784	0.0004485411758
785	0.0004485411758
786	0.0004485411758
787	0.0004485411758
788	0.0004485411758
789	0.0004485411758
790	0.0004485411758
791	0.0004485411758
792	0.0004485411758
793	0.0004485411758
794	0.0004485411758
795	0.0004485411758
796	0.0004485411758
797	0.0004485411758
798	0.0004485411758
799	0.0004485411758
800	0.0004485411758
801	0.0004485411758
802	0.0004485411758
803	0.0004485411758
804	0.0004485411758
805	0.0004485411758
806	0.0004485411758
807	0.0004485411758
808	0.0004485411758
809	0.0004485411758
810	0.0004485411758
811	0.0004485411758
812	0.0004485411758
813	0.0004485411758
814	0.0004485411758
815	0.0004485411758
816	0.0004485411758
817	0.0004485411758
818	0.0004485411758
819	0.0004485411758
820	0.0004485411758
821	0.0004485411758
822	0.0004485411758
823	0.0004485411758
824	0.0004485411758
825	0.0004485411758
826	0.0004485411758
827	0.0004485411758
828	0.0004485411758
829	0.0004485411758
830	0.0004485411758
831	0.0004485411758
832	0.0004485411758
833	0.0004485411758
834	0.0004485411758
835	0.0004485411758
836	0.0004485411758
837	0.0004485411758
838	0.0004485411758
839	0.0004485411758
840	0.0004485411758
841	0.0004485411758
842	0.0004485411758
843	0.0004485411758
844	0.0004485411758
845	0.0004485411758
846	0.0004485411758
847	0.0004485411758
848	0.0004485411758
849	0.0004485411758
850	0.0004485411758
851	0.0004485411758
852	0.0004485411758
853	0.0004485411758
854	0.0004485411758
855	0.0004485411758
856	0.0004485411758
857	0.0004485411758
858	0.0004485411758
859	0.0004485411758
860	0.0004485411758
861	0.0004485411758
862	0.0004485411758
863	0.0004485411758
864	0.0004485411758
865	0.0004485411758
866	0.0004485411758
867	0.0004485411758
868	0.0004485411758
869	0.0004485411758
870	0.0004485411758
871	0.0004485411758
872	0.0004485411758
873	0.0004485411758
874	0.0004485411758
875	0.0004485411758
876	0.0004485411758
877	0.0004485411758
878	0.0004485411758
879	0.0004485411758
880	0.0004485411758
881	0.0004485411758
882	0.0004485411758
883	0.0004485411758
884	0.0004485411758
885	0.0004485411758
886	0.0004485411758
887	0.0004485411758
888	0.0004485411758
889	0.0004485411758
890	0.0004485411758
891	0.0004485411758
892	0.0004485411758
893	0.0004485411758
894	0.0004485411758
895	0.0004485411758
896	0.0004485411758
897	0.0004485411758
898	0.0004485411758
899	0.0004485411758
900	0.0004485411758
901	0.0004485411758
902	0.0004485411758
903	0.0004485411758
904	0.0004485411758
905	0.0004485411758
906	0.0004485411758
907	0.0004485411758
908	0.0004485411758
909	0.0004485411758
910	0.0004485411758
911	0.0004485411758
912	0.0004485411758
913	0.0004485411758
914	0.0004485411758
915	0.0004485411758
916	0.0004485411758
917	0.0004485411758
918	0.0004485411758
919	0.0004485411758
920	0.0004485411758
921	0.0004485411758
922	0.0004485411758
923	0.0004485411758
924	0.0004485411758
925	0.0004485411758
926	0.0004485411758
927	0.0004485411758
928	0.0004485411758
929	0.0004485411758
930	0.0004485411758
931	0.0004485411758
932	0.0004485411758
933	0.0004485411758
934	0.0004485411758
935	0.0004485411758
936	0.0004485411758
937	0.0004485411758
938	0.0004485411758
939	0.0004485411758
940	0.0004485411758
941	0.0004485411758
942	0.0004485411758
943	0.0004485411758
944	0.0004485411758
945	0.0004485411758
946	0.0004485411758
947	0.0004485411758
948	0.0004485411758
949	0.0004485411758
950	0.0004485411758
951	0.0004485411758
952	0.0004485411758
953	0.0004485411758
954	0.0004485411758
955	0.0004485411758
956	0.0004485411758
957	0.0004485411758
958	0.0004485411758
959	0.0004485411758
960	0.0004485411758
961	0.0004485411758
962	0.0004485411758
963	0.0004485411758
964	0.0004485411758
965	0.0004485411758
966	0.0004485411758
967	0.0004485411758
968	0.0004485411758
969	0.0004485411758
970	0.0004485411758
971	0.0004485411758
972	0.0004485411758
973	0.0004485411758
974	0.0004485411758
975	0.0004485411758
976	0.0004485411758
977	0.0004485411758
978	0.0004485411758
979	0.0004485411758
980	0.0004485411758
981	0.0004485411758
982	0.0004485411758
983	0.0004485411758
984	0.0004485411758
985	0.0004485411758
986	0.0004485411758
987	0.0004485411758
988	0.0004485411758
989	0.0004485411758
990	0.0004485411758
991	0.0004485411758
992	0.0004485411758
993	0.0004485411758
994	0.0004485411758
995	0.0004485411758
996	0.0004485411758
997	0.0004485411758
998	0.0004485411758
999	0.0004485411758
